document_id,content
Mad_Max_2__The_Road_Warrior.txt,"the chromed exhaust stacks.., ="
Maestro.txt,is to be sensitive to others.
Magnolia.txt,INT. SMILING PEANUT BAR - THAT MOMENT
"Majestic,_The_(The_Bijou).txt","Give the man a hug, boy!  That's"
Major_League.txt,FADE IN: TITLES APPEAR ON BLACK B.G.
Malcolm_X.txt,"Next week, Brother Minister."
Malibu's_Most_Wanted.txt,I'm indicating?
Malignant.txt,Beta sucker punches her. The other felons CHEER from the
"Manchurian_Candidate,_The.txt",What my mother has made me.
Manhattan_Murder_Mystery.txt,The camera starts moving around the car.
Manhunter.txt,and decode it after. Or we pull
Man_in_the_Iron_Mask.txt,"longer looking at the garden, but at him."
Man_On_Fire.txt,professional. You   keep your word and I
Man_on_the_Moon.txt,Andy sighs.  An irritated MANAGER steps onstage.  He shoots
Man_Trouble.txt,doesn't extend to    me...
"Man_Who_Knew_Too_Much,_The.txt",Mrs. McKenna.
"Man_Who_Wasn't_There,_The.txt",Could you come with me please?
Margaret.txt,Fine. Would you like to smoke any more of
Margin_Call.txt,place so long.
Margot_at_the_Wedding.txt,me... Maisy...
"Mariachi,_El.txt",The Mean Dudes are barreling down the street. One turns
Martha_Marcy_May_Marlene.txt,an empty bus stop. She does not look well. She turns and
"Martian,_The.txt",His hair is singed in patches.
Marty.txt,Thomas leads the parade with a muffled sorrow. They turn up
Mary_Poppins.txt,Not at all.
"Mask,_The.txt",Yeah... sure.
"Master,_The.txt","there to come. Get in to come."" She's"
Master_and_Commander.txt,powder from the flooded levels below.
"Matrix,_The.txt",We have their position.
"Matrix_Reloaded,_The.txt","picture all the particles in the known universe. Not just atoms, but"
Max_Payne.txt,ased on the spread of the wreckage...
May_December.txt,"Joe pulls up to the restaurant, eyeing Georgie."
Mean_Streets.txt,There is great activity...all with a very businesslike air.
"Mechanic,_The.txt","McKenna picks up the pace, hauling himself upwards. Sweat"
Meet_Joe_Black.txt,"hard to figure, maybe..."
Meet_John_Doe.txt,you talked about in your radio speech.
Megamind.txt,YOU GET SUCH A NOTION?
Memento.txt,This was your room. You're up in 304 now.
Memory.txt,Lucy runs to the table and sits back on her seat.
"Menu,_The.txt",reservation at our restaurant.
Men_in_Black.txt,VOICE (O.S.)
Men_in_Black_3.txt,being dead.
"Men_Who_Stare_at_Goats,_The.txt",Oh my God! You've dropped both
Metro.txt,to her throat.
Miami_Vice.txt,Have faith.
Midnight_Cowboy.txt,"... Shirley's eyes unnaturally bright, inspecting his body,"
Midnight_Express.txt,his speech clipped and to the point.
Midnight_in_Paris.txt,I speak well - je parle tres bien.
Mighty_Joe_Young.txt,32A   EXT. RIVER BANK                                                 32A
Mighty_Morphin_Power_Rangers__The_Movie.txt,"his mouth and drops it in.  He chews a few times, lets out a"
Milk.txt,"Falling for it, Harvey covers his mouth. Scott laughs. They"
Miller's_Crossing.txt,and about him. . .
Miller's_Girl.txt,It's not porn.
Mimic.txt,Manny sits at the kitchen table. He IGNITES a can of shoe
Mini's_First_Time.txt,INT. THE LIVING ROOM - CONTINUOUS
Minority_Report.txt,There is a long moment of silence.  And then Witwer begins
"Miracle_Worker,_The.txt",4. NIGHT. INT. HELEN'S NURSERY.
Mirrors.txt,"Hey baby, everything's gonna be fine."
Misery.txt,--we are looking at this from Paul's blurred vision.
Mission_Impossible.txt,Who sent you?!  Who sent you?
Mission_Impossible_II.txt,It's Billy passing behind her.
Mission_to_Mars.txt,the Station. Report to Micker.
Moneyball.txt,50 INT. LOCKER ROOM - ARIZONA - LATER 50
Monkeybone.txt,on boater hats. One of them blows a note on a kazoo...
Monte_Carlo.txt,People! We must keep together!
Moon.txt,"side, staring across the bleak landscape. Neither of them"
Moonrise_Kingdom.txt,The edge of a cliff above a white beach. A rocky peninsula
Moonstruck.txt,some long-distance CRACKLE.
Mrs._Brown.txt,DISRAELI glances at BROWN and notices the limp.
Mr_Blandings_Builds_His_Dream_House.txt,at her place.
Mr_Brooks.txt,Ziplock against his wrist.
Mr_Deeds_Goes_to_Town.txt,Longfellow's eyes narrow resentfully.
Mud.txt,in Tom's house sits open at his feet. It has compartments
Mulan.txt,[Shang stands over Mulan.  Mulan looks at Shang then bows her head in anticipation.  Shang lifts the sword high above his head and throws
Mulholland_Drive.txt,been so nice travelling with you.
Mumford.txt,"LATER IN THE PROGRAM. Documentary shots of IRS Headquarters,"
"Mummy,_The.txt",INT. IMHOTEP'S CHAMBER - DAY
Music_of_the_Heart.txt,Yeah. I do.
Mute_Witness.txt,driving full speed toward Red Square.
Mystery_Men.txt,heard coming from all the houses...
My_Best_Friend's_Wedding.txt,"ORIGINAL ANGLE... Digger, watching impassively at the high-strung"
My_Girl.txt,Thank you Vada.
My_Mother_Dreams_the_Satan's_Disciples_in_New_York.txt,"up for you, man.  How many times do we"
My_Week_with_Marilyn.txt,dressing room all day.
Napoleon.txt,The Mameluke CHIEFTAIN has broken from his own front line. He
Nashville.txt,10	INT. HALLWAY - DAY
Natural_Born_Killers.txt,They're out and out angry.
Never_Been_Kissed.txt,I bet Good Housekeeping would go gaga over the cole slaw piece.
Newsies.txt,153   INT. OLD PRESS ROOM - NIGHT                                  153
New_York_Minute.txt,Isn't that those two right there?
Next.txt,While I was sleeping?
Next_Friday.txt,MR. JONES (cont'd)
"Next_Three_Days,_The.txt",of several PILOT candidates.
Nickel_Boys.txt,side of the room.
Nick_of_Time.txt,the steps. Blood is everywhere.
Nightbreed.txt,JOYCE: In Shere Neck?
"Nightmare_Before_Christmas,_The.txt",Halloween! Halloween! Halloween! Halloween!
"Nightmare_on_Elm_Street,_A.txt","strange hat, filthy and worn -- the KILLER'S hat.  The sight of"
Nightmare_on_Elm_Street__The_Final_Chapter.txt,"Look, Jacob.  You don't have to convince"
Night_Time_(The_Poltergeist_Treatment).txt,"you?"" He then sees pool lights, or rather an eerie glow emanating from the freshly dug hole in"
Nine.txt,what happened?
"Nines,_The.txt","She walks past him, into the house."
Ninja_Assassin.txt,Explain something to me first.
Ninotchka.txt,I am not with-drawing. My offer stands
"Ninth_Gate,_The.txt",Liana: (huskily): I could throw in a bonus.
Ni_vu_ni_connu.txt,"M�me plan moyen que pr�c�demment. Bluette ouvre la porte, mais ne"
Notting_Hill.txt,why I shouldn't.
No_Country_for_Old_Men.txt,must've been one. Where'd he go?
No_Hard_Feelings.txt,EXT. STREET - DAY
No_One_Will_Save_You.txt,He doesn't move or seem to be doing anything else.
No_Strings_Attached.txt,are we doing? I have to take you
Nurse_Betty.txt,"Wesley, I'm fine... just tell me where"
Oblivion.txt,Jack shakes his head no. Angry...
Observe_and_Report.txt,Right up your ass!
Obsessed.txt,laughs it off.
Ocean's_Eleven.txt,of them to speak.
Ocean's_Twelve.txt,Are you sure? Usually I'm so good
Office_Space.txt,What? We just hand them a check with the exact amount they're missing?
